"date","close","volume","open","high","low"
"2017/09/26","164.2100","23083780.0000","164.5000","165.5000","162.7800"
"2017/09/25","162.8700","41207930.0000","169.2400","169.3000","161.5600"
"2017/09/22","170.5400","12040370.0000","170.2100","171.7300","169.2200"
"2017/09/21","171.1100","11088960.0000","171.6900","172.2700","170.0100"
"2017/09/20","172.1700","12226570.0000","172.5000","173.0500","170.7000"
"2017/09/19","172.5200","13021560.0000","170.6200","172.5600","170.3600"
"2017/09/18","170.0100","12898300.0000","171.9900","172.0700","169.3400"
"2017/09/15","171.6400","15643240.0000","170.8800","172.3400","170.2600"
"2017/09/14","170.9600","15564130.0000","172.2600","172.2800","170.5000"
"2017/09/13","173.0500","9112378.0000","173.0100","173.1700","172.0600"
"2017/09/12","172.9600","11179730.0000","173.7600","174.0000","171.7500"
"2017/09/11","173.5100","12353760.0000","172.4000","173.8900","172.2000"
"2017/09/08","170.9500","10985350.0000","173.0900","173.4900","170.8000"
"2017/09/07","173.2100","18039640.0000","171.9400","173.3067","170.2700"
"2017/09/06","172.0900","13886740.0000","170.9100","172.4800","169.5700"
"2017/09/05","170.7200","13214940.0000","171.2700","172.3875","169.5500"
"2017/09/01","172.0200","11663360.0000","172.4000","172.9150","171.3100"
"2017/08/31","171.9700","17216280.0000","170.4000","172.1450","170.0600"
"2017/08/30","169.9200","11117630.0000","168.1700","170.1800","167.6300"
"2017/08/29","168.0500","11111780.0000","165.2500","168.4250","165.0000"
"2017/08/28","167.2400","8477431.0000","166.9100","167.7000","166.3300"
"2017/08/25","166.3200","12589850.0000","167.8600","168.3800","166.1800"
"2017/08/24","167.7400","14015950.0000","168.8800","169.2900","166.4100"
"2017/08/23","168.7100","9838383.0000","168.8400","169.3600","168.2000"
"2017/08/22","169.6400","11377350.0000","168.2800","169.8700","167.1500"
"2017/08/21","167.7800","11898620.0000","167.1600","168.0000","165.8200"
"2017/08/18","167.4100","15065590.0000","166.8400","168.6700","166.2100"
"2017/08/17","166.9100","17009420.0000","169.3400","169.8600","166.8500"
"2017/08/16","170.0000","15732840.0000","171.2500","171.3800","169.2400"
"2017/08/15","171.0000","8713651.0000","171.4900","171.5000","170.0100"
"2017/08/14","170.7500","12940140.0000","170.0900","171.0800","169.2900"
"2017/08/11","168.0800","13778190.0000","167.9500","168.8200","166.8500"
"2017/08/10","167.4000","20551720.0000","170.0600","170.5900","166.8500"
"2017/08/09","171.1800","10800730.0000","169.9800","171.4500","169.5600"
"2017/08/08","171.2300","14317200.0000","171.8800","173.0500","170.6200"
"2017/08/07","171.9800","12765230.0000","169.9500","172.0600","169.6600"
"2017/08/04","169.6200","10505980.0000","168.9700","170.0600","168.6900"
"2017/08/03","168.5900","10519470.0000","169.3000","169.7000","168.2500"
"2017/08/02","169.3000","17181110.0000","170.3000","170.5500","166.9100"
"2017/08/01","169.8600","14286110.0000","169.8200","170.4700","169.0500"
"2017/07/31","169.2500","25429310.0000","172.0000","172.7200","168.5500"
"2017/07/28","172.4500","24546680.0000","169.0700","173.4300","169.0500"
"2017/07/27","170.4400","68454830.0000","174.7000","175.4900","167.5000"
"2017/07/26","165.6100","32989200.0000","166.0100","166.0100","164.1000"
"2017/07/25","165.2800","15309000.0000","165.0100","165.5400","163.8619"
"2017/07/24","166.0000","17208500.0000","164.6400","166.1700","164.3100"
"2017/07/21","164.4300","14712450.0000","164.1600","165.0500","163.7500"
"2017/07/20","164.5300","18409730.0000","164.8000","165.0000","162.8100"
"2017/07/19","164.1400","26144510.0000","163.5900","165.7000","163.1700"
"2017/07/18","162.8600","23686800.0000","159.6600","163.7300","159.4200"
"2017/07/17","159.7300","12757430.0000","160.2500","160.7800","158.8100"
"2017/07/14","159.9700","16305570.0000","160.1300","160.3200","159.3254"
"2017/07/13","159.2600","13912150.0000","158.7400","159.7800","158.4227"
"2017/07/12","158.9000","22710090.0000","156.4900","159.1600","156.2000"
"2017/07/11","155.2700","13652540.0000","153.3700","155.4225","152.9100"
"2017/07/10","153.5000","13326410.0000","151.6900","153.9800","151.5100"
"2017/07/07","151.4400","13249750.0000","149.2500","151.9900","149.1900"
"2017/07/06","148.8200","14934450.0000","149.0300","150.0400","148.0000"
"2017/07/05","150.3400","14321330.0000","149.0000","150.8500","148.1300"
"2017/07/03","148.4300","13862740.0000","151.7200","152.1500","147.8000"
"2017/06/30","150.9800","14909670.0000","151.9000","151.9200","150.0600"
"2017/06/29","151.0400","23948630.0000","152.2800","152.5000","148.9175"
"2017/06/28","153.2400","16696230.0000","150.9200","153.4700","149.8600"
"2017/06/27","150.5800","19351560.0000","152.8400","153.3100","150.3900"
"2017/06/26","153.5900","18030200.0000","156.2500","156.5000","153.1954"
"2017/06/23","155.0700","17897280.0000","152.7200","155.2000","152.6500"
"2017/06/22","153.4000","12835380.0000","153.0100","154.5500","152.9100"
"2017/06/21","153.9100","14943770.0000","152.3600","154.0800","151.8800"
"2017/06/20","152.2500","14733590.0000","152.8800","153.8400","152.2100"
"2017/06/19","152.8700","18944190.0000","151.7100","153.5700","151.7100"
"2017/06/16","150.6400","22843010.0000","149.5900","150.8300","148.6000"
"2017/06/15","149.8000","18956910.0000","147.6700","150.0366","146.3747"
"2017/06/14","150.2500","20774910.0000","151.2600","152.4000","149.0500"
"2017/06/13","150.6800","20474720.0000","150.1500","151.1800","148.9000"
"2017/06/12","148.4400","33150610.0000","148.1700","149.1950","144.5600"
"2017/06/09","149.6000","35541670.0000","154.7700","155.5900","146.6100"
"2017/06/08","154.7100","17795860.0000","154.0800","154.7300","153.1000"
"2017/06/07","153.1200","12040430.0000","153.2700","153.7500","152.3400"
"2017/06/06","152.8100","13443610.0000","153.4100","154.5200","152.4800"
"2017/06/05","153.6300","12504820.0000","153.6400","154.7088","153.4100"
"2017/06/02","153.6100","16838650.0000","151.8500","153.6300","151.3000"
"2017/06/01","151.5300","14511530.0000","151.7500","152.2900","150.3000"
"2017/05/31","151.4600","18001140.0000","152.7000","153.3500","151.0900"
"2017/05/30","152.3800","13213700.0000","151.9700","152.9000","151.6400"
"2017/05/26","152.1300","14984540.0000","152.2300","152.2500","151.1500"
"2017/05/25","151.9600","19827210.0000","150.3000","152.5900","149.9500"
"2017/05/24","150.0400","17914740.0000","148.5100","150.2300","148.4200"
"2017/05/23","148.0700","12807840.0000","148.5200","148.8100","147.2500"
"2017/05/22","148.2400","12578390.0000","148.0800","148.5900","147.6900"
"2017/05/19","148.0600","16165160.0000","148.4450","149.3900","147.9600"
"2017/05/18","147.6600","22778870.0000","144.7200","148.1500","144.5100"
"2017/05/17","144.8500","28232610.0000","148.0000","148.6700","144.4216"
"2017/05/16","149.7800","14506870.0000","150.1100","150.2100","149.0300"
"2017/05/15","150.1900","14952950.0000","150.1700","151.4800","149.7700"
"2017/05/12","150.3300","9584769.0000","150.4000","150.4600","149.6300"
"2017/05/11","150.0400","11832750.0000","150.3100","150.6500","149.4100"
"2017/05/10","150.2900","11994140.0000","150.2300","150.5200","148.8600"
"2017/05/09","150.4800","17381800.0000","151.4900","152.5900","150.2100"
"2017/05/08","151.0600","15813350.0000","150.7100","151.0800","149.7400"
